disease	disease label	simple score	scaled score
OMIM:601612	LACHT	0.96336	0.764844
OMIM:231100	Hemochromatosis, Neonatal	0.93052	0.7646975
OMIM:612350	Spondylocheirodysplasia, Ehlers-Danlos Syndrome-Like	0.94847	0.7646958333
OMIM:607598	Lethal congenital contracture syndrome 2	0.97569	0.764657
OMIM:614222	Warburg micro syndrome 3	0.90656	0.764654
OMIM:263630	Polysyndactyly - cardiac malformation	0.92606	0.7645875
OMIM:600972	achondrogenesis type IB	0.93431	0.7645753333
OMIM:259410	Osteogenesis Imperfecta Congenita, Microcephaly, and Cataracts	0.95439	0.7645518333
OMIM:277480	Von Willebrand Disease, Type 3	0.94769	0.7644361667
OMIM:604367	PPARG-related familial partial lipodystrophy	0.97527	0.7644033333
OMIM:616300	Short-Rib Thoracic Dysplasia 13 With or Without Polydactyly	0.99703	0.7642168333
OMIM:112310	Boomerang dysplasia	0.97648	0.763928
OMIM:603165	Dermatitis, Atopic	0.99591	0.7638905
OMIM:608654	Hereditary sensory and autonomic neuropathy type 5	0.99655	0.7637491667
OMIM:614653	Hereditary sensory and autonomic neuropathy type 6	0.96315	0.7636671667
OMIM:135100	fibrodysplasia ossificans progressiva	0.99689	0.7636663333
OMIM:607597	Microphthalmia With Cyst, Bilateral Facial Clefts, and Limb Anomalies	0.99765	0.7636536667
OMIM:300400	X-linked severe combined immunodeficiency	0.94264	0.7635561667
OMIM:300863	Chondrodysplasia With Platyspondyly, Distinctive Brachydactyly, Hydrocephaly, and Microphthalmia	0.99794	0.7635245
OMIM:166210	Osteogenesis imperfecta, recessive perinatal lethal	0.97579	0.7634895
OMIM:218000	Corpus callosum agenesis - neuronopathy	0.94766	0.7634765
OMIM:241080	Woodhouse-Sakati syndrome	0.95491	0.7633191667
OMIM:607616	Niemann-Pick disease, type B	0.97532	0.7632208333
OMIM:192445	Ventricular extrasystoles with syncopal episodes - perodactyly - Robin sequence	0.99645	0.763214
OMIM:300486	Mental Retardation, X-Linked, With Cerebellar Hypoplasia and Distinctive Facial Appearance	0.9962	0.7632126667
OMIM:607665	Tubulointerstitial Nephritis With Uveitis	0.9956	0.7631993333
OMIM:122900	Craniofacial Dysostosis With Diaphyseal Hyperplasia	0.99622	0.7631526667
OMIM:266280	rapadilino syndrome	0.99641	0.76313
OMIM:614800	Short Stature, Optic Nerve Atrophy, and Pelger-Huet Anomaly	0.99637	0.7631111667
OMIM:104570	Ameloonychohypohidrotic Syndrome	0.9973	0.7630178333
OMIM:613978	Hemoglobin H Disease	0.9551	0.7629705
Orphanet:3107	Autosomal dominant Robinow syndrome	0.92194	0.7629603333
OMIM:193500	Waardenburg Syndrome, Type 1	0.93141	0.762864
OMIM:241310	Hypomandibular faciocranial dysostosis	0.96357	0.7627773333
OMIM:255320	Minicore Myopathy With External Ophthalmoplegia	0.96299	0.7627546667
OMIM:238970	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	0.97588	0.7625245
OMIM:141400	Hemifacial Microsomia With Radial Defects	0.93517	0.7624585
OMIM:249650	Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria	0.92432	0.7624585
OMIM:172500	Photomyoclonus, Diabetes Mellitus, Deafness, Nephropathy, and Cerebral Dysfunction	0.99581	0.7624301667
OMIM:130090	Ehlers-Danlos Syndrome, Autosomal Dominant, Type Unspecified	0.9962	0.762365
OMIM:608091	Joubert Syndrome 2	0.96334	0.7623388333
OMIM:614501	Psychomotor Retardation, Epilepsy, and Craniofacial Dysmorphism	0.9764	0.7622625
OMIM:166600	Osteopetrosis autosomal dominant type 2	0.94349	0.7622611667
OMIM:249420	Frank Ter Haar syndrome	0.97646	0.7622075
OMIM:600142	Cerebral Arteriopathy, Autosomal Recessive, With Subcortical Infarcts and Leukoencephalopathy	0.99647	0.7622071667
OMIM:248800	Marinesco-SjC6gren syndrome	0.95476	0.7621393333
OMIM:611816	Temple-Baraitser Syndrome	0.99803	0.7620386667
OMIM:219080	Cushing's syndrome	0.95528	0.7620035
OMIM:604320	Spinal muscular atrophy with respiratory distress 1	0.97534	0.7619881667
OMIM:201170	Acrofacial Dysostosis Syndrome of Rodriguez	0.96361	0.7619376667
OMIM:613328	Combined immunodeficiency with facio-oculo-skeletal anomalies	0.99639	0.761877
OMIM:129500	Clouston syndrome	0.97608	0.7618473333
OMIM:218400	Craniometaphyseal dysplasia, autosomal recessive type	0.99772	0.7616351667
OMIM:253270	Holocarboxylase synthetase deficiency	0.94225	0.76158
OMIM:275350	transcobalamin II deficiency	0.96342	0.7615636667
OMIM:602088	Nephronophthisis 2	0.9961	0.7615468333
OMIM:105210	Amyloidosis, Hereditary, Transthyretin-Related	0.99643	0.7615281667
OMIM:230900	Gaucher Disease, Type 2	0.9306	0.7615048333
OMIM:230750	Gastroschisis	0.93784	0.7615005
OMIM:227280	Faciocardiorenal Syndrome	0.94827	0.7614821667
OMIM:613807	Ciliary dyskinesia, primary, 14	0.97575	0.761411
OMIM:267750	Knobloch syndrome	0.92584	0.7612118333
OMIM:226150	Enterocolitis	0.9384	0.7610371667
OMIM:166250	Osteoglophonic dysplasia	0.93906	0.7608415
OMIM:603909	Autoimmune Lymphoproliferative Syndrome, Type 2A	0.97627	0.7608183333
OMIM:253800	Fukuyama congenital muscular dystrophy	0.97525	0.7608045
OMIM:255310	Congenital myopathy with fiber type disproportion	0.97565	0.7606786667
OMIM:607552	Moved to 255320	0.96299	0.760624
OMIM:252650	gangliosidosis	0.93865	0.7605988333
OMIM:601075	Aplasia cutis - myopia	0.98898	0.7605275
OMIM:257910	Oculopalatocerebral Syndrome	0.922	0.7605271667
OMIM:613795	Aneurysm-osteoarthritis syndrome	0.92159	0.7604873333
OMIM:612843	KFSD	0.97515	0.7604496667
OMIM:312170	Pyruvate dehydrogenase E1-alpha deficiency	0.96303	0.7604465
OMIM:600721	D-2-Hydroxyglutaric Aciduria 1	0.99614	0.7603976667
OMIM:277460	Vitamin E, Familial Isolated Deficiency of	0.93404	0.7603035
OMIM:129850	Edinburgh Malformation Syndrome	0.94291	0.760171
OMIM:268305	Richieri Costa Pereira syndrome	0.99747	0.760171
OMIM:268020	Retinitis Pigmentosa, Deafness, Mental Retardation, and Hypogonadism	0.89759	0.7600648333
OMIM:601152	Neuropathy, Hereditary Motor and Sensory, Type 6A	0.97577	0.7600058333
OMIM:300215	Lissencephaly 2, X-linked	0.94272	0.7599855
OMIM:614816	Loeys-Dietz syndrome 4	0.97519	0.7599156667
OMIM:113477	Brachymorphism - onychodysplasia - dysphalangism	0.95703	0.7598928333
OMIM:260150	Palant Cleft Palate Syndrome	0.99123	0.759884
OMIM:204690	Amelogenesis imperfecta-nephrocalcinosis syndrome	0.99701	0.7597718333
OMIM:300500	X-linked recessive ocular albinism	0.97627	0.7597591667
OMIM:608545	Larsen-like osseous dysplasia - short stature	0.97631	0.7597315
OMIM:118100	Klippel-Feil Syndrome 1, Autosomal Dominant	0.99589	0.7597016667
OMIM:274190	Absent thumb-short stature-immunodeficiency	0.92424	0.7596518333
OMIM:603671	acromelic frontonasal dysostosis	0.96373	0.759633
Orphanet:553	Cushing syndrome	0.89129	0.7596256667
OMIM:138770	GMS syndrome	0.94906	0.7595763333
OMIM:154500	Treacher Collins Syndrome 1	0.97581	0.7595008333
OMIM:255600	Myosclerosis, autosomal recessive	0.97565	0.759402
OMIM:268040	Retinohepatoendocrinologic Syndrome	0.93865	0.7593338333
OMIM:153650	Epstein syndrome	0.94831	0.759295
OMIM:129510	Ectodermal Dysplasia, Trichoodontoonychial Type	0.99628	0.7592845
OMIM:602473	Encephalopathy, Ethylmalonic	0.97538	0.7592766667
OMIM:313850	THAS	0.92707	0.75921
OMIM:185070	Stormorken Syndrome	0.91468	0.758923
OMIM:607115	Chronic infantile neurological, cutaneous and articular syndrome	0.91762	0.7589131667
OMIM:610954	Pitt-Hopkins Syndrome	0.96317	0.7589103333
OMIM:601812	Acroosteolysis-keloid-like lesions-premature aging syndrome	0.96334	0.758906
OMIM:205400	Tangier Disease	0.93083	0.7588431667
OMIM:615009	Mental Retardation, Autosomal Dominant 17	0.93353	0.7588276667
OMIM:300860	Syndromic mental retardation, Nascimento type, X-linked	0.95464	0.7587385
OMIM:308240	Lymphoproliferative syndrome 1, X-linked	0.96386	0.7587275
OMIM:249620	Ohdo syndrome	0.90024	0.7586018333
OMIM:273390	Tetraamelia With Ectodermal Dysplasia and Lacrimal Duct Abnormalities	0.97617	0.7585208333
OMIM:278760	Xeroderma pigmentosum, group F	0.9753	0.7585103333
OMIM:239711	Hypertelorism and Tetralogy of Fallot	0.99749	0.7584741667
OMIM:114620	Craniofaciofrontodigital syndrome	0.93475	0.7583166667
OMIM:614739	3-Methylglutaconic Aciduria With Deafness, Encephalopathy, and Leigh-Like Syndrome	0.99579	0.7582836667
OMIM:220500	Digitorenocerebral syndrome	0.94287	0.7581713333
OMIM:266910	Renal Dysplasia-Limb Defects Syndrome	0.91936	0.7581071667
OMIM:166300	Multicentric carpo-tarsal osteolysis with or without nephropathy	0.97675	0.7580506667
OMIM:190400	trigeminal neuralgia	0.91909	0.7580183333
OMIM:602522	Bartter Syndrome, Type 4A	0.97581	0.7579703333
OMIM:615433	Chromosome 3Q13.31 Deletion Syndrome	0.95456	0.7578586667
OMIM:269250	schneckenbecken dysplasia	0.96467	0.7576921667
OMIM:600159	Pterygium colli - intellectual disability - digital anomalies	0.95437	0.7576901667
OMIM:308830	Keratosis follicularis - dwarfism - cerebral atrophy	0.99687	0.7576731667
OMIM:259610	Osteolysis Syndrome, Recessive	0.9979	0.7576163333
OMIM:226650	Adult junctional epidermolysis bullosa	0.96359	0.7575931667
OMIM:614520	Encephalomyopathy, Mitochondrial, Due to Voltage-Dependent Anion Channel Deficiency	0.89044	0.75748
OMIM:602249	Progeroid Facial Appearance With Hand Anomalies	0.92588	0.7574545
OMIM:251950	Mitochondrial myopathy with lactic acidosis	0.99653	0.7574398333
OMIM:611881	Glycogen Storage Disease 12	0.91774	0.7572896667
OMIM:236670	Walker-Warburg congenital muscular dystrophy	0.93407	0.7572473333
OMIM:610543	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	0.93035	0.7571725
OMIM:236270	Homocystinuria-Megaloblastic anemia due to defect in cobalamin metabolism, cblE complementation type	0.94287	0.757168
OMIM:614376	Short-Rib Thoracic Dysplasia 5 With or Without Polydactyly	0.97669	0.7571393333
OMIM:107800	arcus senilis	0.97573	0.7571
OMIM:106995	Anonychia-Onychodystrophy With Hypoplasia or Absence of Distal Phalanges	0.99896	0.7570445
OMIM:500002	Mitochondrial Myopathy With Diabetes	0.9972	0.757026
OMIM:259730	Osteopetrosis with renal tubular acidosis	0.95466	0.7569933333
OMIM:254210	Familial infantile myasthenia	0.97615	0.7569465
OMIM:164400	Spinocerebellar ataxia 1	0.97532	0.7569205
OMIM:603457	Hyposmia - nasal and ocular hypoplasia - hypogonadotropic hypogonadism	0.94343	0.7568668333
OMIM:606056	Congenital Disorder of Glycosylation, Type Iib	0.93858	0.7568023333
OMIM:308200	Ichthyosis and Male Hypogonadism	0.94074	0.7567058333
OMIM:608809	Leukoencephalopathy, Arthritis, Colitis, and Hypogammaglobulinema	0.91762	0.7566933333
OMIM:614008	Nestor-Guillermo Progeria Syndrome	0.9646	0.7564565
OMIM:608763	Ehlers-Danlos Syndrome, Beasley-Cohen Type	0.99603	0.7564425
OMIM:300009	Dent disease type 1	0.94787	0.7564301667
OMIM:613803	Meier-Gorlin Syndrome 3	0.95599	0.7563795
OMIM:233700	Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 1	0.95532	0.7563301667
OMIM:233710	Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 2	0.95532	0.7563301667
OMIM:608703	SCA25	0.99585	0.7563103333
OMIM:223800	Dyggve-Melchior-Clausen syndrome	0.99763	0.7562708333
OMIM:251450	Desbuquois Dysplasia 1	0.99601	0.756254
OMIM:200130	Absent Eyebrows and Eyelashes With Mental Retardation	0.93425	0.7560855
OMIM:610505	Combined Oxidative Phosphorylation Deficiency 3	0.96352	0.7560501667
OMIM:607015	Hurler-Scheie Syndrome	0.90185	0.7557928333
OMIM:600461	Lethal hemolytic anemia - genital anomalies	0.91528	0.7557811667
OMIM:258040	Cloacal exstrophy	0.99643	0.7557648333
OMIM:239710	Acrofrontofacionasal Dysostosis 2	0.92717	0.7557625
OMIM:253400	Spinal Muscular Atrophy, Type 3	0.96396	0.7555983333
OMIM:266500	Phytanic acid storage disease	0.96346	0.7555905
OMIM:260600	Pelizaeus-Merzbacher-like disease due to AIMP1 mutation	0.96305	0.755574
OMIM:274230	Thymoma, Familial	0.88171	0.755407
OMIM:200100	Abetalipoproteinemia	0.93083	0.7553305
OMIM:614741	Mitochondrial Pyruvate Carrier Deficiency	0.94337	0.755073
OMIM:601495	Agammaglobulinemia, non-Bruton type	0.96292	0.7550146667
OMIM:227260	Congenital ectodermal dysplasia of face	0.99593	0.7549011667
OMIM:177850	Pseudoxanthoma Elasticum, Forme Fruste	0.99622	0.7548451667
OMIM:236795	3-Hydroxyisobutyric Aciduria	0.99608	0.7548073333
OMIM:606177	Pars Planitis	0.96342	0.75478
OMIM:607136	spinocerebellar ataxia type 17	0.99657	0.7546563333
OMIM:608363	Chromosome 22Q11.2 Duplication Syndrome	0.9194	0.754651
OMIM:311300	Otopalatodigital syndrome type 1	0.97781	0.754642
OMIM:112200	Blue Rubber Bleb Nevus	0.94214	0.7545891667
OMIM:603736	blepharophimosis-intellectual disability syndrome, SBBYS type	0.88469	0.7545131667
OMIM:219250	Cutis marmorata telangiectatica congenita	0.922	0.7544571667
OMIM:601390	Van Maldergem Wetzburger Verloes syndrome	0.93535	0.7544068333
OMIM:613834	Multisystemic Smooth Muscle Dysfunction Syndrome	0.97598	0.7543786667
OMIM:148820	Waardenburg syndrome type 3	0.92715	0.7543693333
OMIM:103285	Adult Syndrome	0.97563	0.754329
OMIM:157151	Microspherophakia-Metaphyseal Dysplasia	0.99628	0.7542836667
OMIM:181510	SCZD1	0.99884	0.7541876667
OMIM:608629	Joubert Syndrome 3	0.95453	0.7541331667
OMIM:613451	Frontonasal Dysplasia 2	0.92432	0.7541278333
OMIM:306990	Holoprosencephaly-hypokinesia-congenital contractures syndrome	0.92182	0.7540705
OMIM:601560	Multiple epiphyseal dysplasia, Lowry type	0.9978	0.7539978333
OMIM:600175	Autosomal dominant congenital benign spinal muscular atrophy	0.99612	0.7539878333
OMIM:614727	Congenital Disorder of Glycosylation, Type Iik	0.95453	0.7539775
OMIM:144750	Worth disease	0.99749	0.7539678333
OMIM:255120	Carnitine palmitoyl transferase 1A deficiency	0.99624	0.75395
OMIM:600096	Puerto Rican Infant Hypotonia Syndrome	0.97527	0.7537655
OMIM:611091	Mental Retardation, Autosomal Recessive 5	0.91084	0.753724
OMIM:207950	Arnold-Chiari malformation type II	0.99576	0.7536908333
OMIM:612015	RFT1-CDG	0.95449	0.7535906667
OMIM:610984	Complement Factor 1 Deficiency	0.97534	0.7535781667
OMIM:300580	CFTDX	0.97565	0.7535285
OMIM:616455	Zimmermann-Laband syndrome 2	0.96363	0.7534715
OMIM:600627	Hypertryptophanemia, Familial	0.97523	0.7534621667
OMIM:148500	Howel-Evans syndrome	0.96525	0.7534465
OMIM:601338	Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorinural hearing loss	0.99589	0.7533728333
OMIM:208920	Adult onset ataxia with oculomotor apraxia	0.94924	0.753302
OMIM:229600	Fructose Intolerance, Hereditary	0.99647	0.753188
OMIM:601462	Myasthenic Syndrome, Congenital, 1A, Slow-Channel	0.99635	0.753168
OMIM:605067	Tricuspid Atresia	0.99633	0.753152
OMIM:614643	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 7	0.93407	0.7531508333
OMIM:615512	Triosephosphate Isomerase Deficiency	0.90337	0.7531271667
OMIM:219100	Cutis Laxa, Autosomal Recessive, Type 1A	0.93075	0.7531245
OMIM:606159	Neurodegeneration With Brain Iron Accumulation 3	0.99612	0.7530923333
OMIM:605321	Frontoocular Syndrome	0.95468	0.7530846667
OMIM:150800	Hereditary leiomyomatosis and renal cell cancer	0.99668	0.7530038333
OMIM:164310	Oculopharyngodistal myopathy	0.97527	0.7529268333
OMIM:300000	Opitz-Frias syndrome	0.99606	0.7528746667
OMIM:243910	Arima Syndrome	0.93531	0.7528453333
OMIM:218450	Craniostenosis, Sagittal, With Congenital Heart Disease, Mental Deficiency, and Mandibular Ankylosis	0.92194	0.7528368333
OMIM:300650	Albinism, Ocular, With Late-Onset Sensorineural Deafness	0.97627	0.7527101667
OMIM:610832	Fanconi Anemia, Complementation Group N	0.934	0.7526978333
OMIM:615349	Ehlers-Danlos Syndrome, Progeroid Type, 2	0.94272	0.752627
OMIM:302950	Chondrodysplasia Punctata 1, X-Linked Recessive	0.96429	0.7525758333
OMIM:153670	Bernard-Soulier Syndrome, Type A2, Autosomal Dominant	0.96394	0.7524485
OMIM:300831	NSDHL-Related Disorders	0.94874	0.7524401667
OMIM:211480	Buerger Disease	0.94814	0.7523933333
OMIM:193220	Autosomal dominant vitreoretinochoroidopathy	0.97635	0.7523596667
OMIM:601596	Charcot-Marie-Tooth disease, type 4C	0.97569	0.7523156667
OMIM:601668	Spondyloepimetaphyseal Dysplasia With Abnormal Dentition	0.99726	0.7522616667
OMIM:145420	Hypertelorism, Teebi Type	0.91697	0.7522556667
OMIM:118301	Charcot-Marie-Tooth Disease With Ptosis and Parkinsonism	0.97538	0.75222
OMIM:208230	Progressive pseudorheumatoid arthropathy of childhood	0.99799	0.7522073333
OMIM:610651	Xeroderma Pigmentosum, Complementation Group B	0.94214	0.7520625
OMIM:309520	X-linked mental retardation with marfanoid habitus syndrome	0.95439	0.7520571667
OMIM:608931	Myasthenic Syndrome, Congenital, 4C, Associated With Acetylcholine Receptor Deficiency	0.96288	0.7520456667
OMIM:616200	Progeroid features-hepatocellular carcinoma predisposition syndrome	0.96344	0.7520231667
OMIM:244600	Keratoconus Posticus Circumscriptus	0.99649	0.7520193333
OMIM:615419	Hypotonia-speech impairment-severe cognitive delay syndrome	0.95549	0.7519416667
OMIM:171400	multiple endocrine neoplasia type 2A	0.95489	0.7519395
OMIM:102370	Acromicric dysplasia	0.99726	0.7518961667
OMIM:614450	Hypothyroidism, congenital, nongoitrous, 6	0.97517	0.7518166667
OMIM:165500	Dominant hereditary optic atrophy	0.9755	0.7518056667
OMIM:251290	Band-like calcification with simplified gyration and polymicrogyria	0.89764	0.7517245
OMIM:601927	Lymphedema, Cardiac Septal Defects, and Characteristic Facies	0.92188	0.7516811667
OMIM:227210	Eyebrows, Duplication Of, With Stretchable Skin and Syndactyly	0.99747	0.7514118333
OMIM:190351	Trichorhinophalangeal syndrome type 3	0.97523	0.751364
OMIM:229200	Corneal fragility keratoglobus, blue sclerae AND joint hypermobility	0.95497	0.7511966667
OMIM:602849	Muenke syndrome	0.99749	0.7511566667
OMIM:309610	PRS	0.9433	0.7511378333
OMIM:614935	Ciliary Dyskinesia, Primary, 19	0.97584	0.7511171667
OMIM:616629	Senior-Loken Syndrome 9	0.95647	0.7509673333
OMIM:258870	gyrate atrophy	0.96357	0.7508526667
Orphanet:1745	Distal trisomy 6p	0.92722	0.7508173333
OMIM:187400	spermatic cord torsion	0.97552	0.7508106667
OMIM:616351	Mental retardation, autosomal dominant 34	0.903	0.7506976667
OMIM:181350	Emery-Dreifuss Muscular Dystrophy 2, Autosomal Dominant	0.97565	0.750688
OMIM:221770	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	0.94218	0.750674
OMIM:216100	Juberg-Hayward syndrome	0.90803	0.7506465
OMIM:608688	AICAR transformylase/IMP cyclohydrolase deficiency	0.96355	0.7506156667
OMIM:601859	Autoimmune lymphoproliferative syndrome	0.97627	0.7505933333
OMIM:604801	MDC1B	0.99699	0.7505581667
OMIM:300244	Terminal Osseous Dysplasia	0.96371	0.75053
OMIM:602771	Rigid Spine Muscular Dystrophy 1	0.99581	0.750443
OMIM:609049	Pierson syndrome	0.94285	0.750278
OMIM:609628	Majeed Syndrome	0.89531	0.7502681667
OMIM:602557	Spondyloepimetaphyseal dysplasia, Shohat type	0.99641	0.7502636667
OMIM:606744	Seckel Syndrome 2	0.97517	0.7502466667
OMIM:610188	Joubert syndrome 5	0.95491	0.750244
OMIM:257970	Oculorenocerebellar Syndrome	0.92786	0.7502425
OMIM:122860	Craniodiaphyseal Dysplasia, Autosomal Dominant	0.94357	0.7502188333
OMIM:242700	Immune Defect Due to Absence of Thymus	0.96357	0.7501508333
OMIM:301310	Anemia sideroblastic and spinocerebellar ataxia	0.96406	0.7501495
OMIM:165800	Osteochondritis Dissecans, Short Stature, and Early-Onset Osteoarthritis	0.97683	0.7500876667
OMIM:245349	Pyruvate dehydrogenase E3-binding protein deficiency	0.97505	0.75007
OMIM:613680	Developmental delay-microcephaly-facial dysmorphism syndrome, Hutterite type	0.9548	0.7500523333
Orphanet:568	Microphthalmia, Lenz type	0.92722	0.750046
OMIM:146255	Hypoparathyroidism, Sensorineural Deafness, and Renal Disease	0.92436	0.750014
OMIM:602875	Acromesomelic dysplasia Maroteaux type	0.9963	0.7498915
OMIM:606854	Polymicrogyria, Bilateral Frontoparietal	0.99711	0.7498541667
OMIM:612313	Glass Syndrome	0.93761	0.7498218333
OMIM:132600	Pilomatrixoma	0.96342	0.7498108333
OMIM:606763	Ciliary dyskinesia, primary, 2	0.97584	0.749789
OMIM:249599	Intellectual disability - dysmorphism - hypogonadism - diabetes mellitus	0.94796	0.749776
OMIM:213010	Hepatic fibrosis - renal cysts - intellectual disability	0.9051	0.7497296667
OMIM:601680	Arthrogryposis, Distal, Type 2B	0.96317	0.7497241667
OMIM:160980	Carney complex, type 1	0.99606	0.7496785
OMIM:613398	Warsaw Breakage Syndrome	0.96411	0.7495986667
OMIM:614219	Adams-Oliver Syndrome 2	0.93796	0.749545
OMIM:204200	Juvenile neuronal ceroid lipofuscinosis	0.97509	0.7495173333
OMIM:609541	Spastic paraplegia-optic atrophy-neuropathy syndrome	0.99616	0.7493881667
OMIM:607364	Bartter Syndrome, Type 3	0.97546	0.7493535
OMIM:164745	OMOD2	0.99684	0.7493493333
OMIM:137920	Renal cysts and diabetes syndrome	0.97552	0.749313
OMIM:608930	Myasthenic Syndrome, Congenital, 1B, Fast-Channel	0.96377	0.749254
OMIM:609015	Mitochondrial Trifunctional Protein Deficiency	0.9426	0.7492531667
OMIM:250940	Homocystinuria-Megaloblastic Anemia, Cblg Complementation Type	0.94287	0.7492033333
OMIM:601427	Anterior Chamber Cleavage Disorder, Cerebellar Hypoplasia, Hypothyroidism, and Tracheal Stenosis	0.90114	0.7491696667
OMIM:113450	Brachydactyly-Distal Symphalangism Syndrome	0.99753	0.749143
OMIM:151380	acute monocytic leukemia	0.92755	0.749118
OMIM:211350	Kyphomelic dysplasia	0.99655	0.7490601667
OMIM:186700	Syringomyelia, Isolated	0.99653	0.748982
OMIM:220100	cystinuria	0.97604	0.7489595
OMIM:274270	dihydropyrimidine dehydrogenase deficiency	0.96355	0.7488981667
OMIM:267200	Renal Tubular Acidosis 3	0.96386	0.7488628333
OMIM:185120	Stratton-Parker Syndrome	0.91355	0.7487605
OMIM:235400	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 1	0.9629	0.7487356667
OMIM:616222	Temple Syndrome	0.89263	0.7486745
OMIM:252010	Mitochondrial Complex 1 Deficiency	0.93415	0.7486478333
OMIM:613090	Bartter Syndrome, Type 4B	0.96326	0.7486241667
OMIM:234050	Trichothiodystrophy 4, Nonphotosensitive	0.93043	0.7485641667
Orphanet:2623	Geleophysic dysplasia	0.94247	0.7485601667
OMIM:115645	Cataract - aberrant oral frenula - growth delay	0.94285	0.7485245
OMIM:110100	Blepharophimosis, Ptosis, and Epicanthus Inversus	0.9204	0.7484596667
OMIM:614874	Ciliary Dyskinesia, Primary, 18	0.95551	0.7484471667
OMIM:250215	Metaphyseal acroscyphodysplasia	0.99743	0.7483823333
OMIM:615830	Pigmented Nodular Adrenocortical Disease, Primary, 4	0.95528	0.7483376667
OMIM:300953	Trichothiodystrophy 5, nonphotosensitive	0.96371	0.748294
OMIM:610031	Polymicrogyria due to TUBB2B mutation	0.99711	0.748265
OMIM:271245	Mitochondrial Dna Depletion Syndrome 7 (Hepatocerebral Type)	0.97521	0.7481993333
OMIM:258865	OFD9	0.94384	0.7481936667
OMIM:245100	RRNS	0.97494	0.748186
OMIM:606176	Diabetes Mellitus, Permanent Neonatal	0.92769	0.7481556667
OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	0.97604	0.7481413333
OMIM:616603	Cutis Laxa, Autosomal Dominant 3	0.94845	0.748103
OMIM:614867	Peroxisome Biogenesis Disorder 5B	0.96346	0.7480253333
OMIM:600775	Familial lambdoid synostosis	0.99701	0.7479885
OMIM:248950	McDonough syndrome	0.91745	0.7478875
OMIM:607765	Bile Acid Synthesis Defect, Congenital, 1	0.94843	0.7476816667
OMIM:607236	Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa, and Pallidal Degeneration	0.9755	0.747611
OMIM:615279	Cardiofaciocutaneous syndrome 3	0.97656	0.7476068333
OMIM:210200	3-Methylcrotonyl-Coa Carboxylase 1 Deficiency	0.99682	0.7475773333
OMIM:121070	Arthrogryposis, Distal, Type 2E	0.98806	0.7475291667
OMIM:610333	Aicardi-Goutieres Syndrome 4	0.94771	0.7475033333
OMIM:609640	14q22q23 microdeletion syndrome	0.89234	0.7474231667
OMIM:310300	Emery-Dreifuss Muscular Dystrophy 1, X-Linked	0.9963	0.747374
OMIM:238600	Hyperlipoproteinemia, type I	0.95528	0.7473513333
OMIM:231095	Ghosal hematodiaphyseal dysplasia	0.97569	0.747297
OMIM:220210	Dandy-Walker like malformation with atrioventricular septal defect	0.90033	0.7472878333
OMIM:613800	Meier-Gorlin syndrome 2	0.91936	0.7472515
OMIM:251100	Methylmalonic aciduria cblA type	0.95514	0.747235
OMIM:612740	Porphyria, Acute Hepatic	0.94877	0.7472258333
OMIM:272440	Filippi syndrome	0.93914	0.7472196667
OMIM:301845	BZX	0.93043	0.7470146667
OMIM:180500	Axenfeld-Rieger Syndrome, Type 1	0.97567	0.7468663333
OMIM:600638	Fibrosis of extraocular muscles, congenital, 3a, with or without extraocular involvement	0.97698	0.7468496667
OMIM:110050	Blepharonasofacial malformation syndrome	0.91961	0.7468481667
OMIM:616034	2,4-Dienoyl-CoA reductase deficiency	0.97627	0.7468416667
OMIM:612292	Birk Barel mental retardation dysmorphism syndrome	0.99699	0.7467443333
OMIM:606777	Glut1 Deficiency Syndrome 1	0.99657	0.7465818333
Orphanet:3195	Sternal malformation - vascular dysplasia	0.97557	0.7465153333
OMIM:212140	Renal carnitine transport defect	0.99689	0.7464975
OMIM:176200	variegate porphyria	0.94823	0.746391
OMIM:277175	Vascular Hyalinosis	0.90564	0.7463701667
OMIM:616559	Noonan syndrome 9	0.97656	0.7462701667
OMIM:121270	Copper Deficiency, Familial Benign	0.9755	0.7462525
OMIM:314570	Widow'S Peak Syndrome	0.97635	0.7462305
OMIM:266200	Pyruvate kinase deficiency of red cells	0.95507	0.7462143333
OMIM:229310	Friedreich Ataxia and Congenital Glaucoma	0.95526	0.7461605
OMIM:614038	Lymphedema, Primary, With Myelodysplasia	0.86411	0.7461546667
OMIM:210700	Microcephalic Primordial Dwarfism, Montreal Type	0.92778	0.7461081667
OMIM:601829	Acrofacial Dysostosis, Palagonia Type	0.97723	0.7460381667
OMIM:145001	Hyperparathyroidism-jaw tumor syndrome	0.99624	0.7460071667
