model.iri	model.label	modGene.iri	modGene.label	disease.iri	disease.label
http://www.informatics.jax.org/accession/MGI:5754385	Psen1<tm2Shn>/Psen1<tm4.1Shn>; Psen2<tm1Haa>/Psen2<tm1Haa>; Tg(Camk2a-cre)1Shn/0 [involves: 129 * 129S4/SvJae * C57BL/6 * C57BL/6J * CBA]	http://www.informatics.jax.org/accession/MGI:1202717	Psen1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4438223	Tg(ACTB-APP*V717F)1Colm/0 [involves: C57BL/6 * DBA]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:2177120	Msr1<tm1Csk>/Msr1<tm1Csk>; Tg(APPV717F)109Ili/? [involves: 129X1/SvJ * C57BL/6 * DBA/2 * ICR]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:2177120	Msr1<tm1Csk>/Msr1<tm1Csk>; Tg(APPV717F)109Ili/? [involves: 129X1/SvJ * C57BL/6 * DBA/2 * ICR]	http://www.informatics.jax.org/accession/MGI:98257	Msr1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5754382	Psen1<tm4.1Shn>/Psen1<+>; Psen2<tm1Haa>/Psen2<tm1Haa> [involves: 129 * C57BL/6 * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:1202717	Psen1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5754382	Psen1<tm4.1Shn>/Psen1<+>; Psen2<tm1Haa>/Psen2<tm1Haa> [involves: 129 * C57BL/6 * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:109284	Psen2	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5581681	App<tm1Ck>/App<tm1Ck>; Psen1<tm1Mpm>/Psen1<tm1Mpm>; Tg(MAPT)8cPdav/0 [B6.Cg-Psen1<tm1Mpm> App<tm1Ck> Tg(MAPT)8cPdav]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5581681	App<tm1Ck>/App<tm1Ck>; Psen1<tm1Mpm>/Psen1<tm1Mpm>; Tg(MAPT)8cPdav/0 [B6.Cg-Psen1<tm1Mpm> App<tm1Ck> Tg(MAPT)8cPdav]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5581681	App<tm1Ck>/App<tm1Ck>; Psen1<tm1Mpm>/Psen1<tm1Mpm>; Tg(MAPT)8cPdav/0 [B6.Cg-Psen1<tm1Mpm> App<tm1Ck> Tg(MAPT)8cPdav]	http://www.informatics.jax.org/accession/MGI:1202717	Psen1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3709182	Tg(Camk2a-tTA)1Mmay/0; Tg(tetO-APPSwInd)102Dbo/0 [involves: C3H/HeJ * C57BL/6 * CBA]	http://www.informatics.jax.org/accession/MGI:88256	Camk2a	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3710766	Tg(APPSWE)2576Kha/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3710763	Tg(Prnp-ITM2B/APP695*42)A12Emcg/0 [involves: C3H * C57BL/6]	http://www.informatics.jax.org/accession/MGI:97769	Prnp	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3663621	Tg(APP695)3Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3663621	Tg(APP695)3Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3663620	Tg(APP695)3Dbo/0; Tg(PSEN1)5Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3663620	Tg(APP695)3Dbo/0; Tg(PSEN1)5Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3663620	Tg(APP695)3Dbo/0; Tg(PSEN1)5Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5646171	Tg(Thy1-PSEN1*M146V)#Jiri/0; Tg(Thy1-APPSw)10Jiri/0 [involves: C3H * C57BL/6]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5646171	Tg(Thy1-PSEN1*M146V)#Jiri/0; Tg(Thy1-APPSw)10Jiri/0 [involves: C3H * C57BL/6]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5428425	Hprt<tm1(Camk2a-APP*Swe*Lon,-MAPT*P301L*R406W)Geno>/Hprt<+>; Tg(PSEN1)5Dbo/0 [involves: 129P2/OlaHsd]	http://www.informatics.jax.org/accession/MGI:96217	Hprt	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5428425	Hprt<tm1(Camk2a-APP*Swe*Lon,-MAPT*P301L*R406W)Geno>/Hprt<+>; Tg(PSEN1)5Dbo/0 [involves: 129P2/OlaHsd]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5428425	Hprt<tm1(Camk2a-APP*Swe*Lon,-MAPT*P301L*R406W)Geno>/Hprt<+>; Tg(PSEN1)5Dbo/0 [involves: 129P2/OlaHsd]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5428425	Hprt<tm1(Camk2a-APP*Swe*Lon,-MAPT*P301L*R406W)Geno>/Hprt<+>; Tg(PSEN1)5Dbo/0 [involves: 129P2/OlaHsd]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720731	Tg(Thy1-APP)3Somm/0 [B6.Cg-Tg(Thy1-APP)3Somm]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5491627	Tg(Thy1-APPSweLon)41Ema/0 [involves: C57BL/6 * DBA/2]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5629689	Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/0; Tg(Prnp-MAPT*P301S)PS19Vle/0 [B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas Tg(Prnp-MAPT*P301S)PS19Vle]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5629689	Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/0; Tg(Prnp-MAPT*P301S)PS19Vle/0 [B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas Tg(Prnp-MAPT*P301S)PS19Vle]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5629689	Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/0; Tg(Prnp-MAPT*P301S)PS19Vle/0 [B6.Cg-Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas Tg(Prnp-MAPT*P301S)PS19Vle]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4366531	Tg(Camk2a-App*,-Apbb1)25Spim/0 [C57BL/6-Tg(Camk2a-App*,-Apbb1)25Spim]	http://www.ncbi.nlm.nih.gov/gene/29722	Apbb1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3717577	Tg(Thy1-APPLon)2Vln/0 [involves: FVB/N]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720946	Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129S1/Sv * 129X1/SvJ * C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720946	Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129S1/Sv * 129X1/SvJ * C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720946	Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129S1/Sv * 129X1/SvJ * C3H/HeJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5301407	Tg(Thy1-APPSw,Thy1-PSEN1*L166P)21Jckr/0; Abcc1<tm1Bor>/Abcc1<tm1Bor> [FVB.Cg-Abcc1<tm1Bor> Tg(Thy1-APPSw,Thy1-PSEN1*L166P)21Jckr]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5301407	Tg(Thy1-APPSw,Thy1-PSEN1*L166P)21Jckr/0; Abcc1<tm1Bor>/Abcc1<tm1Bor> [FVB.Cg-Abcc1<tm1Bor> Tg(Thy1-APPSw,Thy1-PSEN1*L166P)21Jckr]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5301407	Tg(Thy1-APPSw,Thy1-PSEN1*L166P)21Jckr/0; Abcc1<tm1Bor>/Abcc1<tm1Bor> [FVB.Cg-Abcc1<tm1Bor> Tg(Thy1-APPSw,Thy1-PSEN1*L166P)21Jckr]	http://www.informatics.jax.org/accession/MGI:102676	Abcc1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:2652447	Tg(Thy1-APP)3Somm/0 [involves: C57BL/6J * DBA/2]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4417912	Tg(Thy1-PSEN1*M146V,-APP*Swe)10Arte/Tg(Thy1-PSEN1*M146V,-APP*Swe)10Arte [involves: C57BL/6 * CBA]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4417912	Tg(Thy1-PSEN1*M146V,-APP*Swe)10Arte/Tg(Thy1-PSEN1*M146V,-APP*Swe)10Arte [involves: C57BL/6 * CBA]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3722063	Tg(Thy1-APPSwDutIowa)BWevn/0 [involves: C57BL/6]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5050413	Sorl1<tm1Tew>/Sorl1<tm1Tew>; Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129 * C3H/HeJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:1202296	Sorl1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5050413	Sorl1<tm1Tew>/Sorl1<tm1Tew>; Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129 * C3H/HeJ * C57BL/6]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5050413	Sorl1<tm1Tew>/Sorl1<tm1Tew>; Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129 * C3H/HeJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5050413	Sorl1<tm1Tew>/Sorl1<tm1Tew>; Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: 129 * C3H/HeJ * C57BL/6]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5569760	Tg(Prnp-MAPT)7Vle/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3693295	Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3693295	Tg(APPSwFlLon,PSEN1*M146L*L286V)6799Vas/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4843219	Tg(Thy1-APPSw)10Jiri/0 [involves: C3H * C57BL/6]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4818990	Tg(Prnp-APP*)1Hmor/0 [B6.Cg-Tg(Prnp-APP*)1Hmor]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3709154	Tg(tetO-APPSwInd)18Dbo/0; Tg(Camk2a-tTA)1Mmay/0 [involves: C3H/HeJ * C57BL/6 * CBA]	http://www.informatics.jax.org/accession/MGI:88256	Camk2a	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3709152	Tg(tetO-APPSwInd)107Dbo/0; Tg(Camk2a-tTA)1Mmay/0 [involves: C3H/HeJ * C57BL/6 * CBA]	http://www.informatics.jax.org/accession/MGI:88256	Camk2a	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3589555	Psen1<tm1Tak>/Psen1<tm1Tak> [involves: 129S1/Sv * 129X1/SvJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:1202717	Psen1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5294359	Trib2<Tg(Thy1-Trh/APP*)2.1Ingm>/Trib2<+>; Tg(Thy1-APP*)2.2Ingm/0 [involves: C57BL/6 * DBA/1]	http://www.informatics.jax.org/accession/MGI:2145021	Trib2	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5294359	Trib2<Tg(Thy1-Trh/APP*)2.1Ingm>/Trib2<+>; Tg(Thy1-APP*)2.2Ingm/0 [involves: C57BL/6 * DBA/1]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5294357	Trib2<Tg(Thy1-Trh/APP*)2.1Ingm>/Trib2<Tg(Thy1-Trh/APP*)2.1Ingm> [involves: C57BL/6 * DBA/1]	http://www.informatics.jax.org/accession/MGI:2145021	Trib2	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5294357	Trib2<Tg(Thy1-Trh/APP*)2.1Ingm>/Trib2<Tg(Thy1-Trh/APP*)2.1Ingm> [involves: C57BL/6 * DBA/1]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3639713	Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3639713	Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3639713	Tg(APP695)3Dbo/0; Tg(PSEN1dE9)S9Dbo/0 [involves: C3H/HeJ * C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3639711	Tg(PDGFB-APPSwInd)20Lms/0 [involves: C57BL/6 * DBA/2]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4882081	Tg(Gfap-TGFB1)64Lms/0; Tg(PDGFB-APPSwInd)20Lms/0 [involves: BALB/c * C57BL/6 * DBA/2 * SJL]	http://www.ncbi.nlm.nih.gov/gene/397078	TGFB1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4882081	Tg(Gfap-TGFB1)64Lms/0; Tg(PDGFB-APPSwInd)20Lms/0 [involves: BALB/c * C57BL/6 * DBA/2 * SJL]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720702	Tg(Prnp-MAPT*P301L)JNPL3Hlmc/0; Tg(APPSWE)2576Kha/0 [involves: C57BL/6 * DBA/2 * SJL * SW]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720702	Tg(Prnp-MAPT*P301L)JNPL3Hlmc/0; Tg(APPSWE)2576Kha/0 [involves: C57BL/6 * DBA/2 * SJL * SW]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720701	Tg(Prnp-MAPT*P301L)JNPL3Hlmc/0 [involves: C57BL/6 * DBA/2 * SJL * SW]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720700	Tg(APPSWE)2576Kha/0 [involves: C57BL/6 * DBA/2 * SJL * SW]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3693491	Tg(PSEN1H163R)G9Btla/0 [involves: 129S4/SvJae]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720677	Tg(DMD-APP*)18Neve/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3720676	Tg(DMD-APP*)7Neve/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5435319	Lepr<db>/Lepr<+>; Tg(APPswe,PSEN1dE9)85Dbo/0 [involves: C3H * C57BL/6 * C57BLKS/J]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5435319	Lepr<db>/Lepr<+>; Tg(APPswe,PSEN1dE9)85Dbo/0 [involves: C3H * C57BL/6 * C57BLKS/J]	http://www.informatics.jax.org/accession/MGI:104993	Lepr	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3771317	Tg(Thy1-MAPT*P301L)2Vln/Tg(Thy1-MAPT*P301L)2Vln [FVB/N-Tg(Thy1-MAPT*P301L)2Vln]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:2174917	App<tm1Dbo>/App<tm1Dbo> [involves: 129S7/SvEvBrd * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:88059	App	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5463438	Tg(Thy1-APPArc)M8Cagr/0 [involves: C57BL/6 * CBA]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3510652	Psen1<tm1Lpr>/Psen1<tm1Lpr>; Tg(Thy1-APP<SL>)28Lpr/0 [either: 129/Sv or (involves: 129/Sv * C57BL/6)]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3510652	Psen1<tm1Lpr>/Psen1<tm1Lpr>; Tg(Thy1-APP<SL>)28Lpr/0 [either: 129/Sv or (involves: 129/Sv * C57BL/6)]	http://www.informatics.jax.org/accession/MGI:1202717	Psen1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4819951	Tg(tetO-MAPT*P301L)#Kha/?; Tg(Camk2a-tTA)1Mmay/? [involves: 129S6/SvEvTac * FVB/N]	http://www.informatics.jax.org/accession/MGI:88256	Camk2a	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:4819951	Tg(tetO-MAPT*P301L)#Kha/?; Tg(Camk2a-tTA)1Mmay/? [involves: 129S6/SvEvTac * FVB/N]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5463430	Tg(APPSWE)2576Kha/0; Tg(PSEN1)5Dbo/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/5663	PSEN1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5463430	Tg(APPSWE)2576Kha/0; Tg(PSEN1)5Dbo/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3718076	Tg(PDGFB-MAPT*V337M)1Atak/0 [involves: C57BL/6 * SJL]	http://www.ncbi.nlm.nih.gov/gene/4137	MAPT	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:3718515	Tg(APP)8.9Btla/Tg(APP)8.9Btla [involves: 129S2/SvPas]	http://www.ncbi.nlm.nih.gov/gene/351	APP	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
http://www.informatics.jax.org/accession/MGI:5014041	Cav1<tm1Mls>/Cav1<tm1Mls> [Not Specified]	http://www.informatics.jax.org/accession/MGI:102709	Cav1	http://purl.obolibrary.org/obo/OMIM_104300	[Alzheimer Disease,Alzheimer's disease]
